Time,Pod 1,Pod 2,Pod 3,Pod 4,Pod 5,avg
2019-08-05T13:53:15+01:00,null,0.041113631,null,0.036067515,0.035962417,0.037714521
2019-08-05T13:53:30+01:00,null,0.034255945,null,0.02638325,0.028809226,0.029816141
2019-08-05T13:53:45+01:00,null,0.034255945,null,0.02638325,0.028809226,0.029816141
2019-08-05T13:54:00+01:00,null,0.025997738,null,0.021533403,0.021392746,0.022974629
2019-08-05T13:54:15+01:00,null,0.025997738,null,0.021533403,0.021392746,0.022974629
2019-08-05T13:54:30+01:00,null,0.016376464,null,0.010986775,0.011592839,0.012985359
2019-08-05T13:54:45+01:00,null,0.016376464,null,0.010986775,0.011592839,0.012985359
2019-08-05T13:55:00+01:00,null,0.002662459,null,0.001857895,null,0.002260177
2019-08-05T13:55:15+01:00,null,0.002662459,null,0.001857895,null,0.002260177
2019-08-05T13:55:30+01:00,null,0.002515169,null,0.001805356,null,0.002160262
2019-08-05T13:55:45+01:00,null,0.002515169,null,0.001805356,null,0.002160262
2019-08-05T13:56:00+01:00,null,0.002299118,null,0.001735694,null,0.002017406
2019-08-05T13:56:15+01:00,null,0.002299118,null,0.001735694,null,0.002017406
2019-08-05T13:56:30+01:00,null,0.00234794,null,0.001718608,null,0.002033274
2019-08-05T13:56:45+01:00,null,0.00234794,null,0.001718608,null,0.002033274
2019-08-05T13:57:00+01:00,null,0.002401684,null,0.001623686,null,0.002012685
2019-08-05T13:57:15+01:00,null,0.002401684,null,0.001623686,null,0.002012685
2019-08-05T13:57:30+01:00,null,0.002363617,null,0.001708481,null,0.002036049
2019-08-05T13:57:45+01:00,null,0.002363617,null,0.001708481,null,0.002036049
2019-08-05T13:58:00+01:00,null,0.002417411,null,0.001684714,null,0.002051063
2019-08-05T13:58:15+01:00,null,0.002417411,null,0.001684714,null,0.002051063
2019-08-05T13:58:30+01:00,null,0.002410166,null,0.001769132,null,0.002089649
2019-08-05T13:58:45+01:00,null,0.002410166,null,0.001769132,null,0.002089649
2019-08-05T13:59:00+01:00,null,0.002319548,null,0.001631617,null,0.001975583
2019-08-05T13:59:15+01:00,null,0.002319548,null,0.001631617,null,0.001975583
2019-08-05T13:59:30+01:00,null,0.001858387,null,0.001713835,null,0.001786111
2019-08-05T13:59:45+01:00,null,0.001858387,null,0.001713835,null,0.001786111
2019-08-05T14:00:00+01:00,null,0.001892773,null,0.001656393,null,0.001774583
2019-08-05T14:00:15+01:00,null,0.001892773,null,0.001656393,null,0.001774583
2019-08-05T14:00:30+01:00,null,0.002086283,null,0.001818043,null,0.001952163
2019-08-05T14:00:45+01:00,null,0.002086283,null,0.001818043,null,0.001952163
2019-08-05T14:01:00+01:00,null,0.005758572,null,0.001884318,null,0.003821445
2019-08-05T14:01:15+01:00,null,0.005758572,null,0.001884318,null,0.003821445
2019-08-05T14:01:30+01:00,null,0.005743978,null,0.001885469,null,0.003814723
2019-08-05T14:01:45+01:00,null,0.005743978,null,0.001885469,null,0.003814723
2019-08-05T14:02:00+01:00,null,0.005871016,null,0.001860173,null,0.003865595
2019-08-05T14:02:15+01:00,null,0.005871016,null,0.001860173,null,0.003865595
2019-08-05T14:02:30+01:00,null,0.005959149,null,0.001801479,null,0.003880314
2019-08-05T14:02:45+01:00,null,0.005959149,null,0.001801479,null,0.003880314
